columna,movieId,title,genres
1662,1841,"Gingerbread Man, The (1998)",Drama|Thriller
1663,1842,Illtown (1996),Crime|Drama
1664,1843,Slappy and the Stinkers (1998),Children's|Comedy
1665,1844,Live Flesh (1997),Drama
1666,1845,Zero Effect (1998),Comedy|Thriller
1667,1846,Nil By Mouth (1997),Drama
1668,1848,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy
1669,1849,Prince Valiant (1997),Adventure
1670,1850,"I Love You, Don't Touch Me! (1998)",Drama|Romance
1671,1851,Leather Jacket Love Story (1997),Drama|Romance
1672,1852,Love Walked In (1998),Drama|Thriller
1673,1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
1674,1854,Kissing a Fool (1998),Comedy|Romance
1675,1855,Krippendorf's Tribe (1998),Comedy
1676,1856,Kurt & Courtney (1998),Documentary|Musical
1677,1857,"Real Blonde, The (1997)",Comedy
1678,1858,Mr. Nice Guy (1997),Action|Comedy
1679,1859,Taste of Cherry (1997),Drama
1680,1860,Character (Karakter) (1997),Drama
1681,1861,Junk Mail (1997),Comedy|Thriller
1682,1862,Species II (1998),Horror|Sci-Fi
1683,1863,Major League: Back to the Minors (1998),Comedy
1684,1864,Sour Grapes (1998),Comedy
1685,1865,Wild Man Blues (1998),Documentary
1686,1866,"Big Hit, The (1998)",Action|Comedy
1687,1867,Tarzan and the Lost City (1998),Action|Adventure
1688,1868,"Truce, The (1996)",Drama|War
1689,1869,Black Dog (1998),Action|Thriller
1690,1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1691,1871,"Friend of the Deceased, A (1997)",Comedy|Drama
1692,1872,Go Now (1995),Drama
1693,1873,"Misérables, Les (1998)",Drama
1694,1874,Still Breathing (1997),Comedy|Romance
1695,1875,Clockwatchers (1997),Comedy
1696,1876,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
1697,1877,Little Men (1998),Drama
1698,1878,Woo (1998),Comedy|Romance
1699,1879,"Hanging Garden, The (1997)",Drama
1700,1880,Lawn Dogs (1997),Drama
1701,1881,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy
1702,1882,Godzilla (1998),Action|Sci-Fi
1703,1883,Bulworth (1998),Comedy
1704,1884,Fear and Loathing in Las Vegas (1998),Comedy|Drama
1705,1885,"Opposite of Sex, The (1998)",Comedy|Drama
1706,1886,I Got the Hook Up (1998),Comedy
1707,1887,Almost Heroes (1998),Adventure|Comedy
1708,1888,Hope Floats (1998),Comedy|Drama|Romance
1709,1889,Insomnia (1997),Thriller
1710,1890,Little Boy Blue (1997),Drama
1711,1891,"Ugly, The (1997)",Horror|Thriller
1712,1892,"Perfect Murder, A (1998)",Mystery|Thriller
1713,1893,Beyond Silence (1996),Drama
1714,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1715,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1716,1896,Cousin Bette (1998),Comedy
1717,1897,High Art (1998),Drama|Romance
1718,1898,"Land Girls, The (1998)",Drama|War
1719,1899,Passion in the Desert (1998),Adventure|Drama
1720,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
1721,1901,Dear Jesse (1997),Documentary
1722,1902,Dream for an Insomniac (1996),Drama|Romance
1723,1903,Hav Plenty (1997),Comedy
1724,1904,Henry Fool (1997),Comedy|Drama
1725,1905,Marie Baie Des Anges (1997),Drama
1726,1906,Mr. Jealousy (1997),Comedy|Romance
1727,1907,Mulan (1998),Animation|Children's
1728,1908,Resurrection Man (1998),Drama|Thriller
1729,1909,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1730,1910,I Went Down (1997),Action|Comedy|Crime
1731,1911,Doctor Dolittle (1998),Comedy
1732,1912,Out of Sight (1998),Action|Crime|Romance
1733,1913,Picnic at Hanging Rock (1975),Drama|Mystery
1734,1914,Smoke Signals (1998),Comedy|Drama
1735,1915,Voyage to the Beginning of the World (1997),Drama
1736,1916,Buffalo 66 (1998),Action|Comedy|Drama
1737,1917,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
1738,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
1739,1919,Madeline (1998),Children's|Comedy
1740,1920,Small Soldiers (1998),Animation|Children's|Fantasy|War
1741,1921,Pi (1998),Sci-Fi|Thriller
1742,1922,Whatever (1998),Drama
1743,1923,There's Something About Mary (1998),Comedy
1744,1924,Plan 9 from Outer Space (1958),Horror|Sci-Fi
1745,1925,Wings (1927),Drama|Romance|War
1746,1926,"Broadway Melody, The (1929)",Musical
1747,1927,All Quiet on the Western Front (1930),War
1748,1928,Cimarron (1931),Western
1749,1929,Grand Hotel (1932),Drama
1750,1930,Cavalcade (1933),Drama
1751,1931,Mutiny on the Bounty (1935),Adventure
1752,1932,"Great Ziegfeld, The (1936)",Musical
1753,1933,"Life of Émile Zola, The (1937)",Drama
1754,1934,You Can't Take It With You (1938),Comedy
1755,1935,How Green Was My Valley (1941),Drama
1756,1936,Mrs. Miniver (1942),Drama|War
1757,1937,Going My Way (1944),Comedy
1758,1938,"Lost Weekend, The (1945)",Drama
1759,1939,"Best Years of Our Lives, The (1946)",Drama|War
1760,1940,Gentleman's Agreement (1947),Drama
1761,1941,Hamlet (1948),Drama
1762,1942,All the King's Men (1949),Drama
1763,1943,"Greatest Show on Earth, The (1952)",Drama
1764,1944,From Here to Eternity (1953),Drama|Romance|War
1765,1945,On the Waterfront (1954),Crime|Drama
1766,1946,Marty (1955),Drama|Romance
1767,1947,West Side Story (1961),Musical|Romance
1768,1948,Tom Jones (1963),Comedy
1769,1949,"Man for All Seasons, A (1966)",Drama
1770,1950,In the Heat of the Night (1967),Drama|Mystery
1771,1951,Oliver! (1968),Musical
1772,1952,Midnight Cowboy (1969),Drama
1773,1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller
1774,1954,Rocky (1976),Action|Drama
1775,1955,Kramer Vs. Kramer (1979),Drama
1776,1956,Ordinary People (1980),Drama
1777,1957,Chariots of Fire (1981),Drama
1778,1958,Terms of Endearment (1983),Comedy|Drama
1779,1959,Out of Africa (1985),Drama|Romance
1780,1960,"Last Emperor, The (1987)",Drama|War
1781,1961,Rain Man (1988),Drama
1782,1962,Driving Miss Daisy (1989),Drama
1783,1963,Take the Money and Run (1969),Comedy
1784,1964,Klute (1971),Drama|Mystery
1785,1965,Repo Man (1984),Comedy|Sci-Fi
1786,1966,Metropolitan (1990),Comedy
1787,1967,Labyrinth (1986),Adventure|Children's|Fantasy
1788,1968,"Breakfast Club, The (1985)",Comedy|Drama
1789,1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
1790,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
1791,1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
1792,1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1793,1973,Freddy's Dead: The Final Nightmare (1991),Horror
1794,1974,Friday the 13th (1980),Horror
1795,1975,Friday the 13th Part 2 (1981),Horror
1796,1976,Friday the 13th Part 3: 3D (1982),Horror
1797,1977,Friday the 13th: The Final Chapter (1984),Horror
1798,1978,Friday the 13th Part V: A New Beginning (1985),Horror
1799,1979,Friday the 13th Part VI: Jason Lives (1986),Horror
1800,1980,Friday the 13th Part VII: The New Blood (1988),Horror
1801,1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1802,1982,Halloween (1978),Horror
1803,1983,Halloween II (1981),Horror
1804,1984,Halloween III: Season of the Witch (1983),Horror
1805,1985,Halloween 4: The Return of Michael Myers (1988),Horror
1806,1986,Halloween 5: The Revenge of Michael Myers (1989),Horror
1807,1987,Prom Night (1980),Horror
1808,1988,Hello Mary Lou: Prom Night II (1987),Horror
1809,1989,Prom Night III: The Last Kiss (1989),Horror
1810,1990,Prom Night IV: Deliver Us From Evil (1992),Horror
1811,1991,Child's Play (1988),Horror
1812,1992,Child's Play 2 (1990),Horror
1813,1993,Child's Play 3 (1992),Horror
1814,1994,Poltergeist (1982),Horror|Thriller
1815,1995,Poltergeist II: The Other Side (1986),Horror|Thriller
1816,1996,Poltergeist III (1988),Horror|Thriller
1817,1997,"Exorcist, The (1973)",Horror
1818,1998,Exorcist II: The Heretic (1977),Horror
1819,1999,"Exorcist III, The (1990)",Horror
1820,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1821,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1822,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1823,2003,Gremlins (1984),Comedy|Horror
1824,2004,Gremlins 2: The New Batch (1990),Comedy|Horror
1825,2005,"Goonies, The (1985)",Adventure|Children's|Fantasy
1826,2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance
1827,2007,Polish Wedding (1998),Comedy
1828,2008,"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir
1829,2009,Soylent Green (1973),Sci-Fi|Thriller
1830,2010,Metropolis (1926),Sci-Fi
1831,2011,Back to the Future Part II (1989),Comedy|Sci-Fi
1832,2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
1833,2013,"Poseidon Adventure, The (1972)",Action|Adventure
1834,2014,Freaky Friday (1977),Children's|Comedy
1835,2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
1836,2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western
1837,2017,Babes in Toyland (1961),Children's|Fantasy|Musical
1838,2018,Bambi (1942),Animation|Children's
1839,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
1840,2020,Dangerous Liaisons (1988),Drama|Romance
1841,2021,Dune (1984),Fantasy|Sci-Fi
1842,2022,"Last Temptation of Christ, The (1988)",Drama
1843,2023,"Godfather: Part III, The (1990)",Action|Crime|Drama
1844,2024,"Rapture, The (1991)",Drama|Mystery
1845,2025,Lolita (1997),Drama|Romance
1846,2026,Disturbing Behavior (1998),Horror|Thriller
1847,2027,Mafia! (1998),Comedy|Crime
1848,2028,Saving Private Ryan (1998),Action|Drama|War
1849,2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1850,2031,"$1,000,000 Duck (1971)",Children's|Comedy
1851,2032,"Barefoot Executive, The (1971)",Children's|Comedy
1852,2033,"Black Cauldron, The (1985)",Animation|Children's
1853,2034,"Black Hole, The (1979)",Sci-Fi
1854,2035,Blackbeard's Ghost (1968),Children's|Comedy
1855,2036,Blank Check (1994),Children's|Comedy
1856,2037,Candleshoe (1977),Adventure|Children's|Comedy
1857,2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
1858,2039,Cheetah (1989),Adventure|Children's
1859,2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
1860,2041,Condorman (1981),Action|Adventure|Children's|Comedy
1861,2042,D2: The Mighty Ducks (1994),Children's|Comedy
1862,2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
1863,2044,"Devil and Max Devlin, The (1981)",Comedy
1864,2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
1865,2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
1866,2047,"Gnome-Mobile, The (1967)",Children's
1867,2048,"Great Mouse Detective, The (1986)",Animation|Children's
1868,2049,"Happiest Millionaire, The (1967)",Comedy|Musical
1869,2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy
1870,2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy
1871,2052,Hocus Pocus (1993),Children's|Comedy
1872,2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
1873,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
1874,2055,Hot Lead and Cold Feet (1978),Comedy|Western
1875,2056,In Search of the Castaways (1962),Adventure|Children's
1876,2057,"Incredible Journey, The (1963)",Adventure|Children's
1877,2058,"Negotiator, The (1998)",Action|Thriller
1878,2059,"Parent Trap, The (1998)",Children's|Drama
1879,2060,BASEketball (1998),Comedy
1880,2061,Full Tilt Boogie (1997),Documentary
1881,2062,"Governess, The (1998)",Drama|Romance
1882,2063,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance
1883,2064,Roger & Me (1989),Comedy|Documentary
1884,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
1885,2066,Out of the Past (1947),Film-Noir
1886,2067,Doctor Zhivago (1965),Drama|Romance|War
1887,2068,Fanny and Alexander (1982),Drama
1888,2069,"Trip to Bountiful, The (1985)",Drama
1889,2070,Tender Mercies (1983),Drama
1890,2071,And the Band Played On (1993),Drama
1891,2072,"'burbs, The (1989)",Comedy
1892,2073,Fandango (1985),Comedy
1893,2074,"Night Porter, The (Il Portiere di notte) (1974)",Drama
1894,2075,Mephisto (1981),Drama|War
1895,2076,Blue Velvet (1986),Drama|Mystery
1896,2077,"Journey of Natty Gann, The (1985)",Adventure|Children's
1897,2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
1898,2079,Kidnapped (1960),Children's|Drama
1899,2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
1900,2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
1901,2082,"Mighty Ducks, The (1992)",Children's|Comedy
1902,2083,"Muppet Christmas Carol, The (1992)",Children's|Musical
1903,2084,Newsies (1992),Children's|Musical
1904,2085,101 Dalmatians (1961),Animation|Children's
1905,2086,One Magic Christmas (1985),Drama|Fantasy
1906,2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical
1907,2088,Popeye (1980),Adventure|Comedy|Musical
1908,2089,"Rescuers Down Under, The (1990)",Animation|Children's
1909,2090,"Rescuers, The (1977)",Animation|Children's
1910,2091,Return from Witch Mountain (1978),Children's|Sci-Fi
1911,2092,"Return of Jafar, The (1993)",Animation|Children's|Musical
1912,2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
1913,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1914,2095,"Shaggy D.A., The (1976)",Children's|Comedy
1915,2096,Sleeping Beauty (1959),Animation|Children's|Musical
1916,2097,Something Wicked This Way Comes (1983),Children's|Horror
1917,2098,Son of Flubber (1963),Children's|Comedy
1918,2099,Song of the South (1946),Adventure|Animation|Children's|Musical
1919,2100,Splash (1984),Comedy|Fantasy|Romance
1920,2101,Squanto: A Warrior's Tale (1994),Adventure|Drama
1921,2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
1922,2103,Tall Tale (1994),Adventure|Children's
1923,2104,Tex (1982),Drama
1924,2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
1925,2106,Swing Kids (1993),Drama|War
1926,2107,Halloween: H20 (1998),Horror|Thriller
1927,2108,L.A. Story (1991),Comedy|Romance
1928,2109,"Jerk, The (1979)",Comedy
1929,2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1930,2111,"Man with Two Brains, The (1983)",Comedy
1931,2112,Grand Canyon (1991),Crime|Drama
1932,2113,Graveyard Shift (1990),Horror|Thriller
1933,2114,"Outsiders, The (1983)",Drama
1934,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure
1935,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
1936,2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi
1937,2118,"Dead Zone, The (1983)",Horror|Thriller
1938,2119,Maximum Overdrive (1986),Horror
1939,2120,Needful Things (1993),Drama|Horror
1940,2121,Cujo (1983),Horror|Thriller
1941,2122,Children of the Corn (1984),Horror|Thriller
1942,2123,All Dogs Go to Heaven (1989),Animation|Children's
1943,2124,"Addams Family, The (1991)",Comedy
1944,2125,Ever After: A Cinderella Story (1998),Drama|Romance
1945,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1946,2127,"First Love, Last Rites (1997)",Drama|Romance
1947,2128,Safe Men (1998),Comedy
1948,2129,"Saltmen of Tibet, The (1997)",Documentary
1949,2130,Atlantic City (1980),Crime|Drama|Romance
1950,2131,Autumn Sonata (Höstsonaten ) (1978),Drama
1951,2132,Who's Afraid of Virginia Woolf? (1966),Drama
1952,2133,Adventures in Babysitting (1987),Adventure|Comedy
1953,2134,Weird Science (1985),Comedy
1954,2135,Doctor Dolittle (1967),Adventure|Musical
1955,2136,"Nutty Professor, The (1963)",Comedy
1956,2137,Charlotte's Web (1973),Animation|Children's
1957,2138,Watership Down (1978),Animation|Children's|Drama|Fantasy
1958,2139,"Secret of NIMH, The (1982)",Animation|Children's
1959,2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
1960,2141,"American Tail, An (1986)",Animation|Children's|Comedy
1961,2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
1962,2143,Legend (1985),Adventure|Fantasy|Romance
1963,2144,Sixteen Candles (1984),Comedy
1964,2145,Pretty in Pink (1986),Comedy|Drama|Romance
1965,2146,St. Elmo's Fire (1985),Drama|Romance
1966,2147,"Clan of the Cave Bear, The (1986)",Drama
1967,2148,House (1986),Comedy|Horror
1968,2149,House II: The Second Story (1987),Comedy|Horror
1969,2150,"Gods Must Be Crazy, The (1980)",Comedy
1970,2151,"Gods Must Be Crazy II, The (1989)",Comedy
1971,2152,Air Bud: Golden Receiver (1998),Children's|Comedy
1972,2153,"Avengers, The (1998)",Action|Adventure
1973,2154,How Stella Got Her Groove Back (1998),Drama|Romance
1974,2155,"Slums of Beverly Hills, The (1998)",Comedy
1975,2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
1976,2157,"Chambermaid on the Titanic, The (1998)",Romance
1977,2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror
1978,2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror
1979,2160,Rosemary's Baby (1968),Horror|Thriller
1980,2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
1981,2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy
1982,2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror
1983,2164,Surf Nazis Must Die (1987),Drama
1984,2165,Your Friends and Neighbors (1998),Drama
1985,2166,Return to Paradise (1998),Drama|Romance
1986,2167,Blade (1998),Action|Adventure|Horror
1987,2168,Dance with Me (1998),Drama|Romance
1988,2169,Dead Man on Campus (1998),Comedy
1989,2170,Wrongfully Accused (1998),Action|Comedy
1990,2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
1991,2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy
1992,2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
1993,2174,Beetlejuice (1988),Comedy|Fantasy
1994,2175,Déjà Vu (1997),Drama|Romance
1995,2176,Rope (1948),Thriller
1996,2177,Family Plot (1976),Comedy|Thriller
1997,2178,Frenzy (1972),Thriller
1998,2179,Topaz (1969),Thriller
1999,2180,Torn Curtain (1966),Thriller
2000,2181,Marnie (1964),Thriller
2001,2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2002,2183,"Man Who Knew Too Much, The (1956)",Thriller
2003,2184,"Trouble with Harry, The (1955)",Mystery|Thriller
2004,2185,I Confess (1953),Thriller
2005,2186,Strangers on a Train (1951),Film-Noir|Thriller
2006,2187,Stage Fright (1950),Mystery|Thriller
2007,2188,54 (1998),Drama
2008,2189,I Married A Strange Person (1997),Animation
2009,2190,Why Do Fools Fall In Love? (1998),Drama
2010,2191,"Merry War, A (1997)",Comedy
2011,2192,See the Sea (Regarde la mer) (1997),Drama
2012,2193,Willow (1988),Action|Adventure|Fantasy
2013,2194,"Untouchables, The (1987)",Action|Crime|Drama
2014,2195,Dirty Work (1998),Comedy
2015,2196,Knock Off (1998),Action
2016,2197,Firelight (1997),Drama
2017,2198,Modulations (1998),Documentary
2018,2200,Under Capricorn (1949),Drama
2019,2201,"Paradine Case, The (1947)",Drama
2020,2202,Lifeboat (1944),Drama|Thriller|War
2021,2203,Shadow of a Doubt (1943),Film-Noir|Thriller
2022,2204,Saboteur (1942),Thriller
2023,2205,Mr. & Mrs. Smith (1941),Comedy
2024,2206,Suspicion (1941),Mystery|Thriller
2025,2207,Jamaica Inn (1939),Drama
2026,2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
2027,2209,Young and Innocent (1937),Crime|Thriller
2028,2210,Sabotage (1936),Thriller
2029,2211,Secret Agent (1936),Thriller
2030,2212,"Man Who Knew Too Much, The (1934)",Thriller
2031,2213,Waltzes from Vienna (1933),Comedy|Musical
2032,2214,Number Seventeen (1932),Thriller
2033,2215,Rich and Strange (1932),Comedy|Romance
2034,2217,Elstree Calling (1930),Comedy|Musical
2035,2218,Juno and Paycock (1930),Drama
2036,2219,Murder! (1930),Mystery|Thriller
2037,2221,Blackmail (1929),Thriller
2038,2223,"Farmer's Wife, The (1928)",Comedy
2039,2226,"Ring, The (1927)",Drama
2040,2227,"Lodger, The (1926)",Thriller
2041,2231,Rounders (1998),Crime|Drama
2042,2232,Cube (1997),Sci-Fi|Thriller
2043,2233,Digging to China (1998),Drama
2044,2234,Let's Talk About Sex (1998),Drama
2045,2235,One Man's Hero (1999),Drama|War
2046,2236,Simon Birch (1998),Drama
2047,2237,Without Limits (1998),Drama
2048,2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
2049,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2050,2240,My Bodyguard (1980),Drama
2051,2241,Class (1983),Comedy
2052,2242,"Grandview, U.S.A. (1984)",Drama
2053,2243,Broadcast News (1987),Comedy|Drama|Romance
2054,2244,"Allnighter, The (1987)",Comedy|Romance
2055,2245,Working Girl (1988),Comedy|Drama
2056,2246,Stars and Bars (1988),Comedy
2057,2247,Married to the Mob (1988),Comedy
2058,2248,Say Anything... (1989),Comedy|Drama|Romance
2059,2249,My Blue Heaven (1990),Comedy
2060,2250,Men Don't Leave (1990),Drama
2061,2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy
2062,2252,Hero (1992),Comedy|Drama
2063,2253,Toys (1992),Action|Comedy|Fantasy
2064,2254,Choices (1981),Drama
2065,2255,Young Doctors in Love (1982),Comedy
2066,2256,Parasite (1982),Horror|Sci-Fi
2067,2257,No Small Affair (1984),Comedy|Romance
2068,2258,Master Ninja I (1984),Action
2069,2259,Blame It on Rio (1984),Comedy|Romance
2070,2260,Wisdom (1986),Action|Crime
2071,2261,One Crazy Summer (1986),Comedy
2072,2262,About Last Night... (1986),Comedy|Drama|Romance
2073,2263,"Seventh Sign, The (1988)",Thriller
2074,2264,We're No Angels (1989),Drama
2075,2265,Nothing But Trouble (1991),Adventure|Comedy
2076,2266,"Butcher's Wife, The (1991)",Comedy|Romance
2077,2267,Mortal Thoughts (1991),Mystery|Thriller
2078,2268,"Few Good Men, A (1992)",Crime|Drama
2079,2269,Indecent Proposal (1993),Drama
2080,2271,Permanent Midnight (1998),Drama
2081,2272,One True Thing (1998),Drama
2082,2273,Rush Hour (1998),Action|Thriller
2083,2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2084,2276,"Soldier's Daughter Never Cries, A (1998)",Drama
2085,2277,Somewhere in the City (1997),Drama
2086,2278,Ronin (1998),Action|Crime|Thriller
2087,2279,Urban Legend (1998),Horror|Thriller
2088,2280,Clay Pigeons (1998),Crime
2089,2281,Monument Ave. (1998),Crime
2090,2282,Pecker (1998),Comedy|Drama
2091,2283,"Sheltering Sky, The (1990)",Drama
2092,2284,Bandit Queen (1994),Drama
2093,2285,If.... (1968),Drama
2094,2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
2095,2287,Them! (1954),Sci-Fi|Thriller|War
2096,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2097,2289,"Player, The (1992)",Comedy|Drama
2098,2290,Stardust Memories (1980),Comedy|Drama
2099,2291,Edward Scissorhands (1990),Drama|Romance
2100,2292,Overnight Delivery (1996),Romance
2101,2293,Shadrach (1998),Drama
2102,2294,Antz (1998),Animation|Children's
2103,2295,"Impostors, The (1998)",Comedy
2104,2296,"Night at the Roxbury, A (1998)",Comedy
2105,2297,What Dreams May Come (1998),Drama|Romance
2106,2298,Strangeland (1998),Thriller
2107,2299,"Battle of the Sexes, The (1959)",Comedy
2108,2300,"Producers, The (1968)",Comedy|Musical
2109,2301,History of the World: Part I (1981),Comedy
2110,2302,My Cousin Vinny (1992),Comedy
2111,2303,Nashville (1975),Drama|Musical
2112,2304,Love Is the Devil (1998),Drama
2113,2305,Slam (1998),Drama
2114,2306,Holy Man (1998),Comedy
2115,2307,One Tough Cop (1998),Action|Drama
2116,2308,Detroit 9000 (1973),Action|Crime
2117,2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
2118,2310,"Mighty, The (1998)",Drama
2119,2311,2010 (1984),Mystery|Sci-Fi
2120,2312,Children of a Lesser God (1986),Drama
2121,2313,"Elephant Man, The (1980)",Drama
2122,2314,Beloved (1998),Drama
2123,2315,Bride of Chucky (1998),Horror|Thriller
2124,2316,Practical Magic (1998),Drama|Romance
2125,2317,"Alarmist, The (1997)",Comedy
2126,2318,Happiness (1998),Comedy
2127,2320,Apt Pupil (1998),Drama|Thriller
2128,2321,Pleasantville (1998),Comedy
2129,2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
2130,2323,"Cruise, The (1998)",Documentary
2131,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
2132,2325,Orgazmo (1997),Comedy
2133,2326,Shattered Image (1998),Drama|Thriller
2134,2327,Tales from the Darkside: The Movie (1990),Horror
2135,2328,Vampires (1998),Horror
2136,2329,American History X (1998),Drama
2137,2330,Hands on a Hard Body (1996),Documentary
2138,2331,Living Out Loud (1998),Comedy|Romance
2139,2332,Belly (1998),Crime|Drama
2140,2333,Gods and Monsters (1998),Drama
2141,2334,"Siege, The (1998)",Action|Thriller
2142,2335,"Waterboy, The (1998)",Comedy
2143,2336,Elizabeth (1998),Drama
2144,2337,Velvet Goldmine (1998),Drama
2145,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2146,2339,I'll Be Home For Christmas (1998),Comedy|Romance
2147,2340,Meet Joe Black (1998),Romance
2148,2341,Dancing at Lughnasa (1998),Drama
2149,2342,Hard Core Logo (1996),Comedy
2150,2343,"Naked Man, The (1998)",Drama
2151,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
2152,2345,Desert Bloom (1986),Drama
2153,2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller
2154,2347,"Pope of Greenwich Village, The (1984)",Action
2155,2348,Sid and Nancy (1986),Drama
2156,2349,Mona Lisa (1986),Comedy|Thriller
2157,2350,Heart Condition (1990),Comedy
2158,2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
2159,2352,"Big Chill, The (1983)",Comedy|Drama
2160,2353,Enemy of the State (1998),Action|Thriller
2161,2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy
2162,2355,"Bug's Life, A (1998)",Animation|Children's|Comedy
2163,2356,Celebrity (1998),Comedy
2164,2357,Central Station (Central do Brasil) (1998),Drama
2165,2358,Savior (1998),Drama
2166,2359,Waking Ned Devine (1998),Comedy
2167,2360,"Celebration, The (Festen) (1998)",Drama
2168,2361,Pink Flamingos (1972),Comedy
2169,2362,Glen or Glenda (1953),Drama
2170,2363,Godzilla (Gojira) (1954),Action|Sci-Fi
2171,2364,Godzilla (Gojira) (1984),Action|Sci-Fi
2172,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2173,2366,King Kong (1933),Action|Adventure|Horror
2174,2367,King Kong (1976),Action|Adventure|Horror
